text,intent,slot
"uh, look up cheap flights to goa thanks.",search_web,cheap flights to goa
"okay, execute npm start ty",run_command,npm start
yo duplicate draft.html now,copy_file,draft.html
search for next.js tutorial!,search_web,next.js tutorial
"so, delete folder Games please",delete_folder,Games
Plz MUtE the SoUnD now iT'S lAgGInG.,mute,
can you log out of this account ty,logout,
hey rename folder Semester4 lol.,rename_folder,Semester4
"ok, take me to youtube.com ty",open_url,youtube.com
please delete assignment1.txt please,delete_file,assignment1.txt
yo play music when you can!,play_music,
"so, open project e-commerce site if possible.",open_project,E-commerce Site
plz visit leetcode.com it's lagging!!,open_url,leetcode.com
pls next song now,next_song,
QUICKLY WHAT IS ILLUSTRATOR IF POSSIBLE.,general_chat,
"actually, rename script.docx to newname",rename_file,script.docx
quickly open Battle.net asap,open_app,Battle.net
please shut down the pc when you can!,shutdown_pc,
could you turn the volume down real quick,volume_down,
can you delete invoice.pdf.,delete_file,invoice.pdf
"okay, is carebridgeai better than its competitors asap",general_chat,
set up a folder for DBMS thanks,create_folder,DBMS
"actually, create folder documents, open it if possible",multi_intent,Documents
kindly open project chatbot followed by run explorer . ty!!,multi_intent,ChatBot;explorer .
yo start project DBMS Project,open_project,DBMS Project
can you close vlc right now.,close_app,VLC
yo look up weather bengaluru thanks!,search_web,weather bengaluru
pls Sublime Text is confusing when you can!,general_chat,
"uh, run npm start after run git push!",multi_intent,npm start;git push
hey dim the screen for me.,brightness_down,
PLEASE CREATE DIRECTORY DOWNLOADS WHEN YOU CAN!,create_folder,Downloads
plz trash the semester4 folder thanks for the dbms lab,delete_folder,Semester4
"actually, open Sublime Text if possible.",open_app,Sublime Text
MaKE a COpy Of iNvoice_2026.JSOn!,copy_file,invoice_2026.json
quickly open system settings lol,open_settings,
HEY CONTINUE PLAYING,resume_music,
pls brightness up,brightness_up,
can you rename requirements.pdf lol!,rename_file,requirements.pdf
bro rename the file resume.txt right now,rename_file,resume.txt
"okay, search for best laptops 2026 ty.",search_web,best laptops 2026
open whatsapp please real quick!!,open_app,WhatsApp
hey move readme.pptx to desktop ty,move_file,README.pptx
yo get rid of the file requirements.html right now,delete_file,requirements.html
would you trash config.md please,delete_file,config.md
plz make the screen brighter lol,brightness_up,
quickly turn the volume down,volume_down,
"uh, go back a track if possible!",previous_song,
can you delete lab_manual.xlsx.,delete_file,lab_manual.xlsx
could you please open Visual Studio Code if possible before the meeting,open_app,Visual Studio Code
"ok, open my os lab project!",open_project,OS Lab
pls create directory os if possible.,create_folder,OS
hey exit clion when you can!,close_app,CLion
kindly duplicate dbms_notes.txt thanks,copy_file,dbms_notes.txt
bro load project MarketShield thanks!,open_project,MarketShield
shutdown lol!,shutdown_pc,
would you open slack asap,open_app,Slack
"okay, sleep now",sleep_pc,
would you take me to youtube.com thanks,open_url,youtube.com
"uh, open the site google.com please it's lagging",open_url,google.com
plz pause it if possible,pause_music,
can you turn the volume up for me,volume_up,
"uh, rename the IEEE folder right now!!",rename_folder,IEEE
"uh, lock the screen asap...",lock_pc,
quickly what is Figma lol.,general_chat,
bro search for weather bengaluru asap,search_web,weather bengaluru
search for how to center a div now!,search_web,how to center a div
pls reboot the pc for me for today's assignment,restart_pc,
bro put the pc to sleep real quick,sleep_pc,
quiCklY SLeep mOdE TY,sleep_pc,
would you delete folder assignments.,delete_folder,Assignments
"um, move assignment2.md to desktop",move_file,assignment2.md
please rename the file project_proposal.md if possible,rename_file,project_proposal.md
pls move notes_final.docx to another folder lol,move_file,notes_final.docx
pls pause music now,pause_music,
kindly what did I copy earlier ty,clipboard_history,
bro google python vs javascript,search_web,python vs javascript
please rename folder Pictures now for today's work,rename_folder,Pictures
"okay, rename the dbms folder asap",rename_folder,DBMS
"okay, what did I copy earlier real quick for today's assignment!!",clipboard_history,
could you play something lol for today's work??,play_music,
open SummAize please,open_project,SummAize
could you make the screen brighter.,brightness_up,
"okay, search the web for best laptops 2026 ty",search_web,best laptops 2026
rename invoice_2026.md to newname...,rename_file,invoice_2026.md
hey silence it real quick,mute,
turn the volume up right now,volume_up,
"actually, open my Weather App project now.",open_project,Weather App
pls screenshot this right now!!,take_screenshot,
quickly reboot the pc right now,restart_pc,
could you open my movie recommender project lol.,open_project,Movie Recommender
execute command git clone asap,run_command,git clone
unpause it ty,resume_music,
please execute docker compose up right now for the DBMS lab...,run_command,docker compose up
"okay, Telegram is confusing real quick.",general_chat,
"actually, open Edge, run git clone if possible",multi_intent,Edge;git clone
KINDLY TRASH THE VIDEOS FOLDER!,delete_folder,Videos
bro lock my pc if possible it's lagging??,lock_pc,
yo turn sound back on when you can,unmute,
"actually, logout now asap",logout,
please habit tracker isn't opening for some reason if possible,general_chat,
HEY FIND FILE REPORT,search_file,report
yo copy lab_manual.js,copy_file,lab_manual.js
plz open sublime text thanks??,open_app,Sublime Text
"actually, take me to linkedin.com right now!!",open_url,linkedin.com
YO MOVE CONFIG.PDF TO DESKTOP RIGHT NOW IT'S LAGGING,move_file,config.pdf
"actually, lock it please",lock_pc,
can you create a folder named Downloads asap!,create_folder,Downloads
"so, Skype is amazing for me!",general_chat,
"ok, open Recipe App when you can.",open_project,Recipe App
quickly make it quieter,volume_down,
can you power off ty!,shutdown_pc,
"um, previous song for me",previous_song,
"so, create folder notes for me!!",create_folder,Notes
pls execute command python app.py because I need Gmail,run_command,python app.py
"okay, pause music ty for today's work.",pause_music,
could you look up next.js tutorial,search_web,next.js tutorial
yo play a song for me!,play_music,
plz move index.docx to desktop now,move_file,index.docx
please search the web for next.js tutorial thanks...,search_web,next.js tutorial
BRO GET RID OF VISUAL STUDIO CODE,close_app,Visual Studio Code
"ok, open project Movie Recommender, run docker build lol",multi_intent,Movie Recommender;docker build
"actually, copy syllabus.json ty",copy_file,syllabus.json
"so, open the site gmail.com",open_url,gmail.com
"okay, locate project_proposal.html thanks",search_file,project_proposal.html
"actually, open Telegram, run code . for me",multi_intent,Telegram;code .
kindly lower the volume before the meeting,volume_down,
"ok, rename the file budget.json asap",rename_file,budget.json
bro pause music if possible,pause_music,
plz open clipboard manager thanks,clipboard_history,
yo open project SummAize and run npm install ty!,multi_intent,SummAize;npm install
hey where is invoice_2026.py ty,search_file,invoice_2026.py
can you move LICENSE.html please.,move_file,LICENSE.html
hEY RENAme FOLdEr dEskTOp RIght noW,rename_folder,Desktop
could you execute command npm start please.,run_command,npm start
could you lock the screen right now.,lock_pc,
pls search for invoice.pdf ty,search_file,invoice.pdf
what if possible...,unknown,
"actually, brightness up thanks",brightness_up,
quickly look up best laptops 2026 for me.,search_web,best laptops 2026
"um, search for cheap flights to goa please!!",search_web,cheap flights to goa
"actually, reboot the pc asap.",restart_pc,
please turn the volume down!!,volume_down,
can you shutdown now now!,shutdown_pc,
quickly play the last song thanks,previous_song,
please open the site leetcode.com for me.,open_url,leetcode.com
quickly copy package.html,copy_file,package.html
can you rename script.js thanks.,rename_file,script.js
could you create directory Portfolio now because I need Gmail!,create_folder,Portfolio
"so, tell me about the After Effects project thanks",general_chat,
hey have you used chrome canary before lol!,general_chat,
can you delete utils.css thanks,delete_file,utils.css
can you turn off sound when you can.,mute,
"uh, i need a new folder called projects",create_folder,Projects
qUicKly CoPY sHOppIng_LIst.ppTx PlEase iT'S LaGGIng,copy_file,shopping_list.pptx
would you I like Quiz App real quick,general_chat,
how does windows media player work please,general_chat,
"ok, onenote uses too much ram real quick",general_chat,
would you start command npm start asap,run_command,npm start
"ok, play a song thanks",play_music,
kindly dim the screen now,brightness_down,
quickly get rid of the file summary.json for me.,delete_file,summary.json
"so, take a screenshot I forgot where it is",take_screenshot,
bro how are you real quick.,general_chat,
"uh, delete project_proposal.js if possible!!",delete_file,project_proposal.js
plz open clipboard manager,clipboard_history,
could you find file style.json lol,search_file,style.json
open Firefox please thanks,open_app,Firefox
i need to change a setting ty??,open_settings,
bro next song if possible.,next_song,
kindly rename the Music folder asap,rename_folder,Music
kindly brightness down if possible I need it urgently,brightness_down,
"so, open clipboard manager real quick...",clipboard_history,
can you logout now,logout,
"actually, lower the volume...",volume_down,
can you delete folder OS thanks,delete_folder,OS
"Uh, swItcH tO My rECiPE App PROjeCt Lol BEcaUSE i nEeD Gmail",open_project,Recipe App
"um, logout now asap",logout,
plz rename the file report.md if possible!,rename_file,report.md
"uh, kill Telegram right now",close_app,Telegram
"ok, close Git Bash please",close_app,Git Bash
"uh, remove shopping_list.docx real quick it's lagging",delete_file,shopping_list.docx
plz start project Portfolio lol.,open_project,Portfolio
"uh, volume up now",volume_up,
duplicate script for me,copy_file,script
"okay, remove folder downloads if possible",delete_folder,Downloads
CAN YOU MOVE PPT_FINAL.HTML NOW.,move_file,ppt_final.html
"uh, lock it",lock_pc,
plz copy config.js lol it's lagging,copy_file,config.js
can you duplicate todo_list.py lol,copy_file,todo_list.py
"okay, search for python vs javascript",search_web,python vs javascript
hey remove resume_latest.css thanks.,delete_file,resume_latest.css
"okay, shut down the pc please",shutdown_pc,
plz open the site youtube.com right now.,open_url,youtube.com
skip this song asap,next_song,
can you move assignment1.js if possible,move_file,assignment1.js
"so, open my portfolio project ty",open_project,Portfolio
COULD YOU PAUSE IT PLEASE.,pause_music,
kindly open my notes app project,open_project,Notes App
bro rename invoice.pdf to newname,rename_file,invoice.pdf
kindly execute code . please,run_command,code .
"uh, create directory ai thanks",create_folder,AI
"um, who are you right now!",general_chat,
hey rename the ai folder,rename_folder,AI
could you google best laptops 2026 now,search_web,best laptops 2026
please stop Origin asap it's lagging.,close_app,Origin
quickly open leetcode.com right now,open_url,leetcode.com
yo locate Dockerfile.css lol,search_file,Dockerfile.css
"ok, brightness down now",brightness_down,
"OKAY, WHAT DO YOU THINK OF FINSKIN RIGHT NOW",general_chat,
could you get rid of the college folder.,delete_folder,College
plZ CLOSe ONEnoTe I NeED It UrgENtlY,close_app,OneNote
yo lower the brightness asap,brightness_down,
